,INVOICE_NO,CUSTOMER_ID,GENDER,AGE,CATEGORY,QUANTITY,PRICE,PAYMENT_METHOD,INVOICE_DATE,SHOPPING_MALL
2212,I300759,C427706,Male,28,Clothing,5,1500.4,Cash,2021-02-05,Emaar Square Mall
2213,I903319,C338700,Female,63,Technology,4,4200.0,Credit Card,2021-02-05,Mall of Istanbul
2214,I480306,C118418,Female,36,Shoes,1,600.17,Debit Card,2021-02-05,Zorlu Center
2215,I212196,C660157,Female,52,Toys,3,107.52,Cash,2021-02-05,Mall of Istanbul
2216,I494935,C222256,Female,42,Clothing,3,900.24,Credit Card,2021-02-05,Metropol AVM
2217,I245395,C103837,Female,63,Cosmetics,1,40.66,Credit Card,2021-02-05,Mall of Istanbul
2218,I131391,C587591,Male,19,Cosmetics,2,81.32,Debit Card,2021-02-05,Cevahir AVM
2219,I262928,C723454,Female,23,Technology,5,5250.0,Cash,2021-02-05,Kanyon
2220,I311083,C294957,Male,54,Technology,2,2100.0,Credit Card,2021-02-05,Kanyon
2221,I289407,C273662,Female,22,Books,2,30.3,Credit Card,2021-02-05,Viaport Outlet
2222,I311081,C256374,Male,37,Food & Beverage,3,15.69,Cash,2021-02-05,Metrocity
2223,I135046,C201123,Male,49,Food & Beverage,5,26.15,Cash,2021-02-05,Forum Istanbul
2224,I534933,C276729,Female,35,Clothing,2,600.16,Debit Card,2021-02-05,Metrocity
2225,I307283,C249624,Female,55,Shoes,4,2400.68,Credit Card,2021-02-05,Metropol AVM
2226,I222786,C228983,Female,63,Clothing,3,900.24,Credit Card,2021-02-05,Mall of Istanbul
2227,I132006,C553512,Male,19,Technology,4,4200.0,Debit Card,2021-02-05,Forum Istanbul
2228,I198148,C139998,Female,26,Shoes,5,3000.85,Cash,2021-02-05,Metropol AVM
2229,I335613,C252638,Female,56,Clothing,1,300.08,Credit Card,2021-02-05,Mall of Istanbul
2230,I176856,C277467,Male,61,Food & Beverage,5,26.15,Debit Card,2021-02-05,Zorlu Center
2231,I100357,C494452,Female,23,Cosmetics,3,121.98,Debit Card,2021-02-05,Forum Istanbul
2232,I249943,C504960,Male,64,Clothing,1,300.08,Debit Card,2021-02-05,Metropol AVM
2233,I725283,C307006,Female,35,Food & Beverage,3,15.69,Cash,2021-02-05,Cevahir AVM
2234,I113617,C126890,Male,37,Clothing,1,300.08,Credit Card,2021-02-05,Metropol AVM
2235,I222748,C244698,Male,59,Clothing,2,600.16,Credit Card,2021-02-05,Kanyon
2236,I240037,C151547,Male,54,Cosmetics,2,81.32,Cash,2021-02-05,Kanyon
2237,I147681,C771288,Male,26,Food & Beverage,3,15.69,Cash,2021-02-05,Istinye Park
2238,I134010,C102006,Male,64,Toys,2,71.68,Cash,2021-02-05,Viaport Outlet
2239,I115193,C253301,Male,62,Food & Beverage,2,10.46,Debit Card,2021-02-05,Kanyon
2240,I239706,C649842,Male,21,Cosmetics,1,40.66,Cash,2021-02-05,Metrocity
2241,I660215,C165031,Male,40,Clothing,5,1500.4,Credit Card,2021-02-05,Metrocity
2242,I225556,C177072,Female,62,Shoes,1,600.17,Cash,2021-02-05,Kanyon
2243,I450865,C102540,Female,55,Clothing,5,1500.4,Cash,2021-02-05,Mall of Istanbul
2244,I759113,C188318,Female,21,Shoes,1,600.17,Credit Card,2021-02-05,Metrocity
2245,I919154,C838374,Male,34,Clothing,2,600.16,Cash,2021-02-05,Mall of Istanbul
2246,I160843,C339993,Male,40,Toys,1,35.84,Debit Card,2021-02-05,Kanyon
2247,I592667,C218563,Female,42,Toys,2,71.68,Credit Card,2021-02-05,Mall of Istanbul
2248,I312537,C303143,Female,67,Clothing,1,300.08,Debit Card,2021-02-05,Kanyon
2249,I835055,C242592,Female,27,Souvenir,3,35.19,Debit Card,2021-02-05,Kanyon
2250,I166236,C687112,Male,59,Shoes,4,2400.68,Cash,2021-02-05,Emaar Square Mall
2251,I291301,C207249,Female,30,Clothing,2,600.16,Credit Card,2021-02-05,Kanyon
2252,I799257,C320704,Female,29,Books,3,45.45,Credit Card,2021-02-05,Metrocity
2253,I280026,C326874,Male,37,Food & Beverage,5,26.15,Cash,2021-02-05,Mall of Istanbul
2254,I123112,C310649,Male,64,Clothing,1,300.08,Credit Card,2021-02-05,Kanyon
2255,I390225,C158227,Male,41,Technology,3,3150.0,Credit Card,2021-02-05,Mall of Istanbul
2256,I140783,C305051,Female,51,Cosmetics,1,40.66,Debit Card,2021-02-05,Metropol AVM
2257,I263121,C289442,Female,40,Clothing,2,600.16,Debit Card,2021-02-05,Kanyon
2258,I136390,C974346,Male,36,Cosmetics,4,162.64,Debit Card,2021-02-05,Cevahir AVM
2259,I605896,C249731,Female,32,Shoes,1,600.17,Credit Card,2021-02-05,Kanyon
2260,I291985,C317770,Female,41,Food & Beverage,5,26.15,Credit Card,2021-02-05,Metropol AVM
2261,I313101,C147181,Male,33,Clothing,4,1200.32,Credit Card,2021-02-05,Metrocity
2262,I836386,C217608,Male,64,Cosmetics,4,162.64,Cash,2021-02-05,Emaar Square Mall
2263,I119083,C243967,Male,69,Food & Beverage,4,20.92,Credit Card,2021-02-05,Emaar Square Mall
2264,I572107,C283946,Female,47,Toys,2,71.68,Cash,2021-02-05,Istinye Park
2265,I358575,C468089,Female,28,Shoes,3,1800.51,Cash,2021-02-05,Forum Istanbul
2266,I159961,C731043,Female,61,Cosmetics,4,162.64,Cash,2021-02-05,Mall of Istanbul
2267,I236020,C255436,Male,37,Technology,4,4200.0,Cash,2021-02-05,Metropol AVM
2268,I235329,C333275,Male,34,Books,4,60.6,Credit Card,2021-02-05,Emaar Square Mall
2269,I165525,C762233,Female,68,Toys,4,143.36,Debit Card,2021-02-05,Metrocity
2270,I691689,C122639,Male,53,Shoes,1,600.17,Cash,2021-02-05,Cevahir AVM
2271,I228275,C336746,Female,49,Food & Beverage,5,26.15,Cash,2021-02-05,Viaport Outlet
2272,I157197,C302583,Female,69,Technology,3,3150.0,Cash,2021-02-05,Zorlu Center
2273,I125871,C109369,Male,45,Clothing,2,600.16,Cash,2021-02-05,Metrocity
2274,I249807,C251272,Male,33,Clothing,4,1200.32,Debit Card,2021-02-05,Viaport Outlet
2275,I210220,C693304,Male,18,Clothing,1,300.08,Cash,2021-02-05,Metrocity
2276,I279522,C400334,Male,28,Toys,5,179.2,Cash,2021-02-05,Mall of Istanbul
2277,I161957,C698661,Female,36,Clothing,4,1200.32,Credit Card,2021-02-05,Istinye Park
2278,I967877,C104048,Female,57,Clothing,2,600.16,Credit Card,2021-02-05,Metropol AVM
2279,I133058,C129913,Female,62,Food & Beverage,4,20.92,Cash,2021-02-05,Kanyon
2280,I931599,C591675,Female,30,Clothing,3,900.24,Debit Card,2021-02-05,Metropol AVM
2281,I311307,C251166,Female,69,Cosmetics,1,40.66,Credit Card,2021-02-05,Kanyon
2282,I323243,C704861,Male,68,Food & Beverage,1,5.23,Cash,2021-02-05,Cevahir AVM
2283,I826511,C324895,Female,61,Shoes,4,2400.68,Cash,2021-02-05,Forum Istanbul
2284,I139995,C234019,Female,66,Cosmetics,4,162.64,Cash,2021-02-05,Metrocity
2285,I130991,C208346,Male,28,Toys,4,143.36,Cash,2021-02-05,Metropol AVM
2286,I420393,C170711,Male,19,Shoes,4,2400.68,Debit Card,2021-02-05,Metrocity
2287,I125944,C295412,Female,39,Souvenir,2,23.46,Debit Card,2021-02-05,Zorlu Center
2288,I884941,C174695,Male,47,Shoes,4,2400.68,Cash,2021-02-05,Istinye Park
2289,I470008,C265606,Female,35,Clothing,4,1200.32,Credit Card,2021-02-05,Metropol AVM
2290,I199660,C108530,Female,28,Shoes,4,2400.68,Cash,2021-02-05,Metropol AVM
2291,I222850,C152592,Male,62,Clothing,4,1200.32,Credit Card,2021-02-05,Istinye Park
2292,I319296,C991004,Male,48,Cosmetics,2,81.32,Cash,2021-02-05,Mall of Istanbul
2293,I193538,C503348,Male,65,Clothing,2,600.16,Debit Card,2021-02-05,Metrocity
2294,I118619,C129002,Female,64,Clothing,1,300.08,Debit Card,2021-02-05,Mall of Istanbul
2295,I304414,C240737,Male,25,Clothing,2,600.16,Credit Card,2021-02-05,Metrocity
2296,I241264,C136613,Female,34,Toys,2,71.68,Credit Card,2021-02-05,Metrocity
2297,I133186,C200237,Female,24,Books,1,15.15,Credit Card,2021-02-05,Metropol AVM
2298,I157489,C252359,Male,24,Shoes,5,3000.85,Debit Card,2021-02-05,Mall of Istanbul
2299,I441169,C790462,Female,51,Food & Beverage,2,10.46,Debit Card,2021-02-05,Kanyon
2300,I425971,C103180,Female,36,Clothing,2,600.16,Credit Card,2021-02-05,Istinye Park
2301,I178859,C139296,Male,45,Clothing,1,300.08,Debit Card,2021-02-05,Istinye Park
2302,I157064,C109439,Female,61,Toys,4,143.36,Cash,2021-02-05,Mall of Istanbul
2303,I413867,C157428,Female,51,Souvenir,1,11.73,Credit Card,2021-02-05,Metropol AVM
2304,I253096,C251069,Female,55,Clothing,2,600.16,Credit Card,2021-02-05,Mall of Istanbul
2305,I188054,C270097,Male,44,Food & Beverage,5,26.15,Credit Card,2021-02-05,Zorlu Center
2306,I175533,C297065,Female,62,Shoes,4,2400.68,Credit Card,2021-02-05,Zorlu Center
2307,I335162,C187085,Female,59,Food & Beverage,4,20.92,Credit Card,2021-02-05,Mall of Istanbul
2308,I271922,C215779,Male,47,Food & Beverage,3,15.69,Credit Card,2021-02-05,Metrocity
2309,I379247,C508187,Female,28,Food & Beverage,1,5.23,Cash,2021-02-05,Metrocity
2310,I245014,C129523,Female,67,Clothing,4,1200.32,Credit Card,2021-02-05,Zorlu Center
2311,I268664,C363687,Female,38,Clothing,4,1200.32,Credit Card,2021-02-05,Istinye Park
2312,I908126,C170371,Male,29,Clothing,1,300.08,Cash,2021-02-05,Cevahir AVM
2313,I332169,C571616,Female,63,Cosmetics,2,81.32,Credit Card,2021-02-05,Cevahir AVM
2314,I244403,C161781,Male,56,Books,5,75.75,Credit Card,2021-02-05,Mall of Istanbul
2315,I138611,C730593,Female,31,Clothing,5,1500.4,Credit Card,2021-02-05,Mall of Istanbul
2316,I253566,C157340,Male,68,Food & Beverage,3,15.69,Cash,2021-02-05,Kanyon
2317,I292953,C145260,Male,48,Clothing,1,300.08,Credit Card,2021-02-05,Cevahir AVM
2318,I312641,C610188,Female,49,Technology,3,3150.0,Cash,2021-02-05,Metropol AVM
2319,I224331,C103755,Female,52,Cosmetics,3,121.98,Cash,2021-02-05,Metropol AVM
2320,I488963,C677364,Male,29,Cosmetics,1,40.66,Cash,2021-02-05,Mall of Istanbul
2321,I319887,C179816,Female,62,Technology,3,3150.0,Credit Card,2021-02-05,Istinye Park
2322,I228078,C738121,Female,23,Shoes,2,1200.34,Credit Card,2021-02-05,Mall of Istanbul
2323,I289001,C300262,Male,55,Souvenir,3,35.19,Cash,2021-02-05,Mall of Istanbul
2324,I277458,C132322,Female,18,Food & Beverage,1,5.23,Cash,2021-02-05,Kanyon
2325,I178787,C330164,Female,30,Clothing,3,900.24,Cash,2021-02-05,Forum Istanbul
2326,I134491,C705797,Female,43,Cosmetics,1,40.66,Cash,2021-02-05,Metropol AVM
2327,I227877,C159153,Female,23,Toys,1,35.84,Cash,2021-02-05,Metrocity
2328,I545931,C781928,Male,29,Clothing,1,300.08,Credit Card,2021-02-05,Mall of Istanbul
2329,I189441,C308473,Female,51,Clothing,3,900.24,Cash,2021-02-05,Metrocity
2330,I170338,C209290,Female,26,Souvenir,5,58.65,Credit Card,2021-02-05,Kanyon
2331,I234738,C618007,Female,61,Cosmetics,1,40.66,Cash,2021-02-05,Metropol AVM
2332,I255695,C247441,Female,25,Clothing,2,600.16,Cash,2021-02-06,Forum Istanbul
2333,I516167,C247929,Male,31,Food & Beverage,5,26.15,Cash,2021-02-06,Viaport Outlet
2334,I513639,C234602,Female,34,Technology,2,2100.0,Credit Card,2021-02-06,Kanyon
2335,I259909,C250972,Female,44,Clothing,2,600.16,Cash,2021-02-06,Viaport Outlet
2336,I236740,C636795,Male,30,Toys,2,71.68,Debit Card,2021-02-06,Kanyon
2337,I243628,C243084,Male,65,Shoes,2,1200.34,Cash,2021-02-06,Mall of Istanbul
2338,I318616,C644108,Female,61,Souvenir,3,35.19,Debit Card,2021-02-06,Metropol AVM
2339,I767375,C210939,Male,64,Clothing,5,1500.4,Debit Card,2021-02-06,Kanyon
2340,I949191,C195527,Female,21,Food & Beverage,5,26.15,Cash,2021-02-06,Metropol AVM
2341,I837919,C183917,Male,20,Clothing,1,300.08,Credit Card,2021-02-06,Cevahir AVM
2342,I802857,C657442,Male,37,Clothing,5,1500.4,Credit Card,2021-02-06,Cevahir AVM
2343,I205540,C232136,Male,24,Clothing,2,600.16,Credit Card,2021-02-06,Metrocity
2344,I298407,C221914,Male,45,Cosmetics,2,81.32,Credit Card,2021-02-06,Emaar Square Mall
2345,I691547,C165425,Male,62,Clothing,4,1200.32,Cash,2021-02-06,Metropol AVM
2346,I110591,C244697,Male,67,Clothing,4,1200.32,Cash,2021-02-06,Metropol AVM
2347,I592569,C764432,Female,61,Cosmetics,3,121.98,Cash,2021-02-06,Metrocity
2348,I251183,C632475,Female,51,Technology,2,2100.0,Credit Card,2021-02-06,Metrocity
2349,I504448,C126608,Female,56,Toys,2,71.68,Cash,2021-02-06,Istinye Park
2350,I780340,C300141,Female,20,Technology,4,4200.0,Credit Card,2021-02-06,Mall of Istanbul
2351,I302102,C675164,Female,62,Clothing,2,600.16,Debit Card,2021-02-06,Emaar Square Mall
2352,I166166,C191163,Male,41,Clothing,2,600.16,Credit Card,2021-02-06,Mall of Istanbul
2353,I328349,C339086,Female,55,Cosmetics,2,81.32,Cash,2021-02-06,Mall of Istanbul
2354,I299363,C335294,Male,42,Clothing,5,1500.4,Cash,2021-02-06,Mall of Istanbul
2355,I284132,C161791,Male,28,Clothing,3,900.24,Cash,2021-02-06,Forum Istanbul
2356,I199364,C176777,Female,28,Cosmetics,2,81.32,Debit Card,2021-02-06,Mall of Istanbul
2357,I292682,C264228,Female,37,Toys,3,107.52,Cash,2021-02-06,Kanyon
2358,I286651,C682023,Female,68,Food & Beverage,5,26.15,Cash,2021-02-06,Mall of Istanbul
2359,I244152,C905579,Female,31,Cosmetics,1,40.66,Cash,2021-02-06,Kanyon
2360,I958210,C271919,Male,28,Cosmetics,3,121.98,Debit Card,2021-02-06,Mall of Istanbul
2361,I269211,C256664,Male,56,Toys,3,107.52,Cash,2021-02-06,Kanyon
2362,I308506,C747027,Female,20,Clothing,5,1500.4,Debit Card,2021-02-06,Metrocity
2363,I170816,C249201,Female,43,Cosmetics,5,203.3,Cash,2021-02-06,Metropol AVM
2364,I262804,C137726,Male,28,Cosmetics,1,40.66,Cash,2021-02-06,Mall of Istanbul
2365,I141257,C190679,Male,60,Food & Beverage,3,15.69,Credit Card,2021-02-06,Metrocity
2366,I273479,C129833,Female,35,Clothing,5,1500.4,Debit Card,2021-02-06,Forum Istanbul
2367,I245330,C522026,Male,45,Clothing,4,1200.32,Debit Card,2021-02-06,Kanyon
2368,I279744,C136443,Male,38,Clothing,1,300.08,Cash,2021-02-06,Mall of Istanbul
2369,I312131,C194110,Female,55,Cosmetics,5,203.3,Cash,2021-02-06,Kanyon
2370,I918102,C885549,Female,33,Souvenir,3,35.19,Cash,2021-02-06,Metrocity
2371,I190150,C111557,Male,40,Clothing,4,1200.32,Credit Card,2021-02-06,Kanyon
2372,I204651,C180605,Female,26,Clothing,4,1200.32,Credit Card,2021-02-06,Mall of Istanbul
2373,I613193,C274521,Male,30,Souvenir,3,35.19,Credit Card,2021-02-06,Istinye Park
2374,I336791,C252407,Female,60,Technology,5,5250.0,Cash,2021-02-06,Mall of Istanbul
2375,I281647,C209472,Female,39,Food & Beverage,1,5.23,Cash,2021-02-06,Kanyon
2376,I211812,C575047,Female,64,Clothing,5,1500.4,Cash,2021-02-06,Kanyon
2377,I328955,C225944,Female,62,Food & Beverage,5,26.15,Cash,2021-02-06,Zorlu Center
2378,I206343,C151611,Female,42,Food & Beverage,5,26.15,Debit Card,2021-02-06,Istinye Park
2379,I781279,C124294,Female,68,Clothing,5,1500.4,Cash,2021-02-06,Mall of Istanbul
2380,I177983,C300912,Female,19,Shoes,1,600.17,Credit Card,2021-02-06,Kanyon
2381,I249426,C221682,Female,60,Cosmetics,2,81.32,Credit Card,2021-02-06,Mall of Istanbul
2382,I308391,C173384,Male,23,Food & Beverage,3,15.69,Debit Card,2021-02-06,Kanyon
2383,I308862,C106188,Female,27,Cosmetics,5,203.3,Cash,2021-02-06,Metrocity
2384,I634115,C335927,Female,24,Clothing,1,300.08,Debit Card,2021-02-06,Mall of Istanbul
2385,I199427,C334233,Female,36,Clothing,1,300.08,Credit Card,2021-02-06,Cevahir AVM
2386,I217482,C245818,Male,38,Books,4,60.6,Debit Card,2021-02-06,Istinye Park
2387,I242280,C200669,Female,36,Food & Beverage,1,5.23,Cash,2021-02-06,Istinye Park
2388,I176825,C223628,Female,40,Shoes,3,1800.51,Cash,2021-02-06,Metrocity
2389,I236768,C363151,Female,24,Clothing,3,900.24,Cash,2021-02-06,Kanyon
2390,I104650,C282742,Male,50,Shoes,2,1200.34,Cash,2021-02-06,Metrocity
2391,I299988,C310200,Male,45,Shoes,2,1200.34,Debit Card,2021-02-06,Mall of Istanbul
2392,I138115,C876919,Male,62,Shoes,1,600.17,Debit Card,2021-02-06,Metropol AVM
2393,I420235,C342030,Female,36,Clothing,4,1200.32,Debit Card,2021-02-06,Kanyon
2394,I249913,C530701,Female,45,Toys,2,71.68,Cash,2021-02-06,Kanyon
2395,I733224,C318822,Male,35,Clothing,3,900.24,Cash,2021-02-06,Metropol AVM
2396,I185213,C785924,Female,65,Shoes,2,1200.34,Credit Card,2021-02-06,Forum Istanbul
2397,I734687,C723956,Male,36,Clothing,3,900.24,Credit Card,2021-02-06,Mall of Istanbul
2398,I858856,C159096,Female,62,Toys,1,35.84,Cash,2021-02-06,Metropol AVM
2399,I314643,C238963,Female,64,Technology,2,2100.0,Debit Card,2021-02-06,Viaport Outlet
2400,I277580,C193741,Female,51,Clothing,2,600.16,Credit Card,2021-02-06,Metrocity
2401,I406771,C123242,Male,32,Cosmetics,5,203.3,Credit Card,2021-02-06,Kanyon
2402,I247350,C146226,Female,33,Souvenir,2,23.46,Cash,2021-02-06,Istinye Park
2403,I198015,C180926,Female,34,Clothing,5,1500.4,Credit Card,2021-02-06,Metrocity
2404,I199851,C236488,Female,54,Food & Beverage,4,20.92,Debit Card,2021-02-06,Istinye Park
2405,I122823,C315998,Female,43,Food & Beverage,2,10.46,Cash,2021-02-06,Istinye Park
2406,I818081,C306268,Male,24,Clothing,2,600.16,Cash,2021-02-06,Mall of Istanbul
2407,I203782,C110458,Male,40,Clothing,1,300.08,Cash,2021-02-06,Mall of Istanbul
2408,I253692,C231213,Female,18,Toys,3,107.52,Cash,2021-02-06,Mall of Istanbul
2409,I289510,C574711,Female,44,Clothing,1,300.08,Debit Card,2021-02-06,Zorlu Center
2410,I204774,C223829,Male,55,Shoes,5,3000.85,Credit Card,2021-02-06,Metropol AVM
2411,I288667,C244884,Female,21,Clothing,3,900.24,Debit Card,2021-02-06,Kanyon
2412,I285813,C145001,Male,28,Shoes,4,2400.68,Debit Card,2021-02-06,Kanyon
2413,I120621,C256503,Female,37,Shoes,5,3000.85,Credit Card,2021-02-06,Emaar Square Mall
2414,I299556,C235697,Female,32,Food & Beverage,3,15.69,Cash,2021-02-06,Metrocity
2415,I274292,C940198,Male,23,Toys,1,35.84,Credit Card,2021-02-06,Mall of Istanbul
2416,I130611,C669812,Female,39,Shoes,2,1200.34,Cash,2021-02-06,Kanyon
2417,I853940,C159091,Female,51,Food & Beverage,1,5.23,Cash,2021-02-06,Forum Istanbul
2418,I534339,C768109,Male,63,Cosmetics,1,40.66,Credit Card,2021-02-06,Kanyon
2419,I170795,C373889,Female,66,Food & Beverage,5,26.15,Debit Card,2021-02-06,Kanyon
2420,I101343,C180911,Female,50,Toys,4,143.36,Debit Card,2021-02-06,Viaport Outlet
2421,I105833,C757474,Male,24,Food & Beverage,4,20.92,Credit Card,2021-02-06,Viaport Outlet
2422,I283499,C691787,Female,45,Clothing,2,600.16,Credit Card,2021-02-06,Mall of Istanbul
2423,I855156,C120536,Female,45,Toys,3,107.52,Credit Card,2021-02-06,Kanyon
2424,I686889,C293819,Male,47,Shoes,3,1800.51,Credit Card,2021-02-06,Kanyon
2425,I347234,C840430,Female,42,Clothing,4,1200.32,Credit Card,2021-02-06,Kanyon
2426,I323985,C119004,Female,57,Food & Beverage,2,10.46,Credit Card,2021-02-06,Viaport Outlet
2427,I128703,C151996,Female,57,Food & Beverage,3,15.69,Credit Card,2021-02-06,Kanyon
2428,I123519,C178594,Female,53,Clothing,5,1500.4,Credit Card,2021-02-06,Istinye Park
2429,I182928,C698719,Female,60,Food & Beverage,3,15.69,Cash,2021-02-06,Kanyon
2430,I130460,C317247,Female,47,Clothing,1,300.08,Cash,2021-02-06,Mall of Istanbul
2431,I146997,C231744,Male,30,Clothing,2,600.16,Debit Card,2021-02-06,Kanyon
2432,I582977,C309867,Female,44,Clothing,4,1200.32,Credit Card,2021-02-06,Mall of Istanbul
2433,I316179,C126927,Male,54,Clothing,5,1500.4,Credit Card,2021-02-06,Metrocity
2434,I761710,C335792,Female,47,Cosmetics,1,40.66,Cash,2021-02-06,Istinye Park
2435,I763521,C199975,Female,26,Shoes,4,2400.68,Debit Card,2021-02-06,Mall of Istanbul
2436,I355465,C176967,Male,39,Clothing,1,300.08,Cash,2021-02-06,Zorlu Center
2437,I238485,C288457,Female,42,Souvenir,1,11.73,Cash,2021-02-06,Kanyon
2438,I317256,C195028,Male,22,Food & Beverage,4,20.92,Cash,2021-02-06,Cevahir AVM
2439,I772955,C309129,Female,57,Cosmetics,1,40.66,Credit Card,2021-02-06,Forum Istanbul
2440,I411607,C217554,Female,63,Food & Beverage,2,10.46,Credit Card,2021-02-06,Viaport Outlet
2441,I947714,C239829,Male,59,Clothing,2,600.16,Credit Card,2021-02-06,Metrocity
2442,I832072,C107646,Female,21,Toys,5,179.2,Debit Card,2021-02-06,Metropol AVM
2443,I759001,C257386,Female,40,Clothing,4,1200.32,Cash,2021-02-06,Metrocity
2444,I320443,C282688,Female,28,Shoes,3,1800.51,Cash,2021-02-06,Forum Istanbul
2445,I335426,C760794,Female,62,Food & Beverage,4,20.92,Credit Card,2021-02-06,Istinye Park
2446,I148824,C249658,Female,40,Cosmetics,5,203.3,Credit Card,2021-02-06,Cevahir AVM
2447,I150744,C929283,Female,24,Shoes,1,600.17,Cash,2021-02-06,Istinye Park
2448,I991674,C270281,Female,59,Clothing,1,300.08,Credit Card,2021-02-06,Metrocity
2449,I920473,C231913,Male,31,Clothing,5,1500.4,Debit Card,2021-02-06,Cevahir AVM
2450,I189457,C270092,Female,54,Clothing,4,1200.32,Debit Card,2021-02-06,Metrocity
2451,I378010,C872419,Female,63,Clothing,3,900.24,Cash,2021-02-06,Mall of Istanbul
2452,I257012,C156620,Male,59,Cosmetics,4,162.64,Credit Card,2021-02-06,Metrocity
2453,I219446,C787385,Female,20,Food & Beverage,4,20.92,Credit Card,2021-02-06,Istinye Park
2454,I742540,C752359,Female,66,Food & Beverage,3,15.69,Credit Card,2021-02-07,Istinye Park
2455,I230199,C201857,Male,65,Toys,5,179.2,Cash,2021-02-07,Kanyon
2456,I109100,C121766,Male,60,Souvenir,3,35.19,Debit Card,2021-02-07,Kanyon
2457,I136640,C244677,Female,30,Clothing,1,300.08,Credit Card,2021-02-07,Mall of Istanbul
2458,I249978,C177600,Female,52,Cosmetics,3,121.98,Credit Card,2021-02-07,Metropol AVM
2459,I192185,C278171,Female,47,Toys,4,143.36,Credit Card,2021-02-07,Istinye Park
2460,I225531,C250912,Female,37,Clothing,5,1500.4,Cash,2021-02-07,Metrocity
2461,I168968,C315881,Male,26,Clothing,4,1200.32,Cash,2021-02-07,Metrocity
2462,I152633,C942760,Male,55,Cosmetics,3,121.98,Cash,2021-02-07,Metropol AVM
2463,I314647,C183276,Male,24,Food & Beverage,4,20.92,Cash,2021-02-07,Emaar Square Mall
2464,I833897,C302410,Male,65,Clothing,4,1200.32,Debit Card,2021-02-07,Kanyon
2465,I730389,C139772,Female,65,Souvenir,4,46.92,Cash,2021-02-07,Mall of Istanbul
2466,I225873,C982173,Male,30,Toys,3,107.52,Cash,2021-02-07,Emaar Square Mall
2467,I833962,C275487,Female,66,Souvenir,3,35.19,Debit Card,2021-02-07,Emaar Square Mall
2468,I370228,C291430,Female,60,Clothing,2,600.16,Cash,2021-02-07,Mall of Istanbul
2469,I270614,C917153,Female,51,Toys,4,143.36,Credit Card,2021-02-07,Viaport Outlet
2470,I339520,C113906,Male,35,Clothing,1,300.08,Cash,2021-02-07,Viaport Outlet
2471,I324269,C330613,Female,36,Clothing,3,900.24,Cash,2021-02-07,Cevahir AVM
2472,I164679,C295937,Female,66,Food & Beverage,5,26.15,Debit Card,2021-02-07,Istinye Park
2473,I507220,C208934,Female,27,Cosmetics,4,162.64,Cash,2021-02-07,Istinye Park
2474,I197664,C208227,Male,66,Shoes,5,3000.85,Cash,2021-02-07,Emaar Square Mall
2475,I233523,C186049,Male,23,Shoes,3,1800.51,Cash,2021-02-07,Forum Istanbul
2476,I102306,C270038,Female,68,Toys,2,71.68,Cash,2021-02-07,Istinye Park
2477,I139244,C310968,Male,41,Technology,3,3150.0,Credit Card,2021-02-07,Mall of Istanbul
2478,I211911,C209267,Male,42,Clothing,5,1500.4,Debit Card,2021-02-07,Istinye Park
2479,I227067,C159797,Male,19,Clothing,1,300.08,Cash,2021-02-07,Metrocity
2480,I446307,C160303,Male,51,Cosmetics,5,203.3,Debit Card,2021-02-07,Kanyon
